1669186296.837840, 0.000000, 0.000000, 0.000000
1669186297.037833, -0.002470, 0.000489, -0.000069
1669186297.237823, -0.000641, 0.003767, -0.001208
1669186297.437807, 0.002877, -0.002534, 0.000181
1669186297.637737, -0.000630, -0.002054, 0.000854
1669186297.837722, -0.001237, -0.002016, 0.001399
1669186298.037764, 0.002659, -0.003195, -0.000824
1669186298.237820, -0.003141, 0.000989, -0.000988
1669186298.437842, -0.001075, 0.001087, 0.000207
1669186298.637849, -0.001550, -0.002629, -0.000525
1669186298.837895, -0.004027, 0.000030, 0.000687
1669186299.037873, -0.005538, -0.001429, -0.001456
1669186299.237834, -0.001223, 0.000798, 0.001446
1669186299.438103, 0.003567, -0.005525, 0.000858
1669186299.638139, 0.001253, -0.001805, 0.002308
1669186299.837752, -0.000632, -0.001549, -0.000429
1669186300.037912, -0.002011, 0.001310, -0.000718
1669186300.237818, -0.003038, -0.002530, -0.000591
1669186300.437771, -0.001829, 0.001192, 0.000170
1669186300.637691, -0.003563, -0.000793, 0.000927
1669186300.837781, -0.004020, -0.001366, -0.000268
1669186301.037829, -0.004207, -0.000194, -0.001968
1669186301.238651, -0.002958, 0.002643, 0.001306
1669186301.437878, -0.004264, 0.001411, -0.000094
1669186301.637840, -0.005846, 0.002692, 0.002875
1669186301.837815, -0.002680, 0.000020, -0.000000
1669186302.037634, -0.006205, 0.001131, 0.000665
1669186302.237736, -0.005137, 0.001445, 0.000805
1669186302.437804, -0.000902, 0.000647, 0.001104
1669186302.637875, -0.002845, -0.001375, 0.000954
1669186302.837887, -0.000798, 0.000244, -0.000311
1669186303.037822, -0.003239, -0.002453, 0.000781
1669186303.237748, -0.000108, -0.002204, 0.000466
1669186303.437982, 0.000153, -0.001934, 0.000393
1669186303.637756, -0.003010, 0.001893, -0.000739
1669186303.837781, -0.004594, -0.000112, -0.000041
1669186304.037819, -0.003117, -0.002270, -0.001062
1669186304.238830, -0.002499, -0.001588, 0.000641
1669186304.437761, -0.003258, -0.000340, -0.000584
1669186304.637723, -0.003082, -0.000581, 0.000890
1669186304.837706, -0.001500, -0.001547, -0.002211
1669186305.037700, -0.010887, 0.001139, 0.001144
1669186305.237694, -0.017806, 0.004430, 0.001634
1669186305.437684, -0.008310, 0.002670, -0.001594
1669186305.637746, -0.005977, 0.001032, -0.001755
1669186305.837847, -0.008511, -0.001554, -0.000241
1669186306.037888, -0.005987, -0.002231, 0.000060
1669186306.237854, 0.001717, -0.001675, -0.001563
1669186306.437805, 0.001339, 0.000126, -0.001756
1669186306.637809, -0.000864, -0.000158, -0.001439
1669186306.837830, 0.002967, 0.002361, -0.000464
1669186307.037812, -0.000829, 0.003808, -0.001938
1669186307.237769, 0.000175, -0.000598, 0.000267
1669186307.437682, -0.002356, 0.002999, -0.001613
1669186307.637805, -0.002068, 0.006182, -0.001898
