1669186297.260333, -0.000120, -0.000092, -0.000071
1669186297.293636, -0.000102, -0.000063, -0.000048
1669186297.326938, -0.000092, -0.000047, -0.000026
1669186297.360240, -0.000082, -0.000078, -0.000034
1669186297.393542, -0.000079, -0.000124, -0.000106
1669186297.426844, -0.000089, -0.000060, -0.000081
1669186297.460145, -0.000091, -0.000069, -0.000110
1669186297.493446, -0.000086, -0.000067, -0.000136
1669186297.526746, -0.000080, -0.000113, -0.000078
1669186297.560046, -0.000084, -0.000084, -0.000085
1669186297.593346, -0.000087, -0.000142, -0.000080
1669186297.626645, -0.000088, -0.000090, -0.000065
1669186297.659945, -0.000094, -0.000095, -0.000037
1669186297.693244, -0.000086, -0.000166, -0.000042
1669186297.726542, -0.000088, -0.000135, -0.000056
1669186297.759840, -0.000076, -0.000146, 0.000005
1669186297.793139, -0.000091, -0.000121, -0.000040
1669186297.826436, -0.000058, -0.000008, -0.000049
1669186297.859733, -0.000056, -0.000019, -0.000069
1669186297.893030, -0.000079, -0.000042, -0.000074
1669186297.926327, -0.000071, -0.000058, -0.000075
1669186297.959623, -0.000050, -0.000007, -0.000057
1669186297.992918, -0.000069, 0.000060, -0.000080
1669186298.026214, -0.000076, 0.000038, -0.000104
1669186298.059510, -0.000069, 0.000017, -0.000070
1669186298.092804, -0.000062, -0.000027, -0.000133
1669186298.126132, -0.000059, -0.000027, -0.000060
1669186298.159411, -0.000055, -0.000015, -0.000095
1669186298.192715, -0.000075, -0.000011, -0.000022
1669186298.226019, -0.000083, -0.000000, -0.000028
1669186298.259322, -0.000073, 0.000008, -0.000021
1669186298.292625, -0.000079, 0.000048, -0.000058
1669186298.325928, -0.000091, 0.000028, -0.000102
1669186298.359230, -0.000083, 0.000018, -0.000104
1669186298.392531, -0.000079, -0.000024, -0.000037
1669186298.425833, -0.000088, 0.000010, -0.000047
1669186298.459134, -0.000087, 0.000043, -0.000062
1669186298.492435, -0.000096, -0.000002, -0.000040
1669186298.525736, -0.000231, 0.000102, 0.000036
1669186298.559036, -0.000368, 0.000160, 0.000131
1669186298.592336, -0.000257, 0.000099, 0.000065
1669186298.625636, -0.000296, 0.000068, 0.000046
1669186298.658935, -0.000407, 0.000120, 0.000181
1669186298.692234, -0.000427, 0.000052, 0.000146
1669186298.725533, -0.000424, 0.000108, 0.000170
1669186298.758832, -0.000350, 0.000122, 0.000096
1669186298.792130, -0.000307, 0.000025, 0.000090
1669186298.825427, -0.000410, 0.000088, 0.000131
1669186298.858724, -0.000544, 0.000130, 0.000267
1669186298.892021, -0.000755, 0.000132, 0.000382
1669186298.925318, -0.001025, 0.000197, 0.000599
1669186298.958614, -0.001152, 0.000176, 0.000613
1669186298.991910, -0.001208, 0.000182, 0.000685
1669186299.025206, -0.001246, 0.000239, 0.000702
1669186299.058502, -0.001236, 0.000207, 0.000744
1669186299.091797, -0.001249, 0.000196, 0.000716
1669186299.125121, -0.001237, 0.000168, 0.000721
1669186299.158403, -0.001286, 0.000256, 0.000730
1669186299.191708, -0.001251, 0.000205, 0.000719
1669186299.225011, -0.001229, 0.000175, 0.000702
1669186299.258314, -0.001241, 0.000229, 0.000725
1669186299.291617, -0.001227, 0.000161, 0.000716
1669186299.324919, -0.001255, 0.000194, 0.000716
1669186299.358222, -0.001235, 0.000224, 0.000711
1669186299.391524, -0.001238, 0.000233, 0.000690
1669186299.424826, -0.001261, 0.000234, 0.000701
1669186299.458127, -0.001232, 0.000150, 0.000702
1669186299.491428, -0.001240, 0.000150, 0.000683
1669186299.524729, -0.001269, 0.000217, 0.000683
1669186299.558030, -0.001244, 0.000221, 0.000758
1669186299.591330, -0.001219, 0.000174, 0.000776
1669186299.624630, -0.001270, 0.000207, 0.000698
1669186299.657929, -0.001250, 0.000192, 0.000685
1669186299.691228, -0.001256, 0.000245, 0.000698
1669186299.724526, -0.001270, 0.000257, 0.000739
1669186299.757825, -0.001260, 0.000263, 0.000660
1669186299.791123, -0.001249, 0.000251, 0.000657
1669186299.824421, -0.001225, 0.000199, 0.000637
1669186299.857718, -0.001172, 0.000187, 0.000706
1669186299.891016, -0.001120, 0.000197, 0.000604
1669186299.924313, -0.001126, 0.000298, 0.000580
1669186299.957609, -0.000786, 0.000226, 0.000380
1669186299.990905, -0.000594, 0.000164, 0.000291
1669186300.024201, -0.000545, 0.000183, 0.000279
1669186300.057497, -0.000349, 0.000206, 0.000119
1669186300.090792, -0.000195, 0.000124, -0.000071
1669186300.124112, -0.000187, 0.000153, -0.000030
1669186300.157398, -0.000166, 0.000190, -0.000050
1669186300.190701, -0.000181, 0.000150, -0.000048
1669186300.224005, -0.000182, 0.000087, -0.000012
1669186300.257308, -0.000173, 0.000165, -0.000036
1669186300.290611, -0.000170, 0.000141, -0.000012
1669186300.323914, -0.000155, 0.000134, 0.000023
1669186300.357216, -0.000153, 0.000136, 0.000017
1669186300.390518, -0.000138, 0.000140, -0.000016
1669186300.423820, -0.000122, 0.000119, -0.000065
1669186300.457121, -0.000147, 0.000229, 0.000001
1669186300.490422, -0.000117, 0.000145, -0.000047
1669186300.523723, -0.000166, 0.000226, -0.000114
1669186300.557023, -0.000121, 0.000212, -0.000053
1669186300.590323, -0.000107, 0.000245, -0.000009
1669186300.623621, -0.000120, 0.000243, 0.000094
1669186300.656921, -0.000160, 0.000275, 0.000014
1669186300.690220, -0.000178, 0.000326, -0.000023
1669186300.723519, -0.000149, 0.000304, 0.000001
1669186300.756817, -0.000116, 0.000286, -0.000087
1669186300.790115, -0.000083, 0.000196, -0.000050
1669186300.823413, -0.000091, 0.000172, -0.000032
1669186300.856710, -0.000127, 0.000248, -0.000043
1669186300.890007, -0.000093, 0.000280, -0.000122
1669186300.923304, -0.000080, 0.000329, -0.000018
1669186300.956601, -0.000078, 0.000231, -0.000061
1669186300.989897, -0.000105, 0.000169, -0.000042
1669186301.023193, -0.000099, 0.000251, -0.000084
1669186301.056487, -0.000067, 0.000252, -0.000073
1669186301.089782, -0.000124, 0.000279, -0.000084
1669186301.123099, -0.000157, 0.000348, 0.000022
1669186301.156403, -0.000117, 0.000302, -0.000044
1669186301.189707, -0.000098, 0.000235, -0.000039
1669186301.223010, -0.000098, 0.000198, -0.000130
1669186301.256313, -0.000119, 0.000270, -0.000053
1669186301.289616, -0.000096, 0.000253, -0.000082
1669186301.322918, -0.000146, 0.000276, -0.000052
1669186301.356220, -0.000118, 0.000288, 0.000016
1669186301.389522, -0.000162, 0.000392, -0.000003
1669186301.422824, 0.000054, 0.000294, -0.000135
1669186301.456125, 0.000054, 0.000282, -0.000078
1669186301.489426, -0.000121, 0.000359, 0.000107
